"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Steinway S.N.; Tang B.; Telezing J.; Ashok A.; Kamal A.; Yu C.Y.; Jagtap N.; Buxbaum J.L.; Elmunzer J.; Wani S.B.; Khashab M.A.; Caffo B.S.; Akshintala V.S.","Steinway, Steven N. (36145463900); Tang, Bohao (57221339990); Telezing, Jeremy (58620463800); Ashok, Aditya (57222669723); Kamal, Ayesha (56287500100); Yu, Chung Yao (57195929964); Jagtap, Nitin (57190747201); Buxbaum, James L. (8947046600); Elmunzer, Joseph (56436672100); Wani, Sachin B. (35249452400); Khashab, Mouen A. (24376647200); Caffo, Brian S. (35069047000); Akshintala, Venkata S. (55560085500)","36145463900; 57221339990; 58620463800; 57222669723; 56287500100; 57195929964; 57190747201; 8947046600; 56436672100; 35249452400; 24376647200; 35069047000; 55560085500","A machine learning-based choledocholithiasis prediction tool improves ERCP decision making - a proof of concept study","2023","Endoscopy","","","","","","","0","10.1055/a-2174-0534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172316455&doi=10.1055%2fa-2174-0534&partnerID=40&md5=b6c3c64dd3d22ce29b3e382cd0d79a23","Article","Article in press","","Scopus","2-s2.0-85172316455"
"de Aguiar V.; Zhao Y.; Faria A.; Ficek B.; Webster K.T.; Wendt H.; Wang Z.; Hillis A.E.; Onyike C.U.; Frangakis C.; Caffo B.; Tsapkini K.","de Aguiar, Vânia (56481545300); Zhao, Yi (57202332071); Faria, Andreia (35478593200); Ficek, Bronte (56394402900); Webster, Kimberly T. (8734051000); Wendt, Haley (57208472244); Wang, Zeyi (57202333724); Hillis, Argye E. (7004956247); Onyike, Chiadi U. (6602691382); Frangakis, Constantine (7003829132); Caffo, Brian (35069047000); Tsapkini, Kyrana (6602810995)","56481545300; 57202332071; 35478593200; 56394402900; 8734051000; 57208472244; 57202333724; 7004956247; 6602691382; 7003829132; 35069047000; 6602810995","Brain volumes as predictors of tDCS effects in primary progressive aphasia","2020","Brain and Language","200","","104707","","","","27","10.1016/j.bandl.2019.104707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074399345&doi=10.1016%2fj.bandl.2019.104707&partnerID=40&md5=0d3ebd56cb06b73f2b4cbe31eac5990f","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85074399345"
"McAuliffe D.; Zhao Y.; Pillai A.S.; Ament K.; Adamek J.; Caffo B.S.; Mostofsky S.H.; Ewen J.B.","McAuliffe, Danielle (57110108700); Zhao, Yi (57202332071); Pillai, Ajay S. (7007067855); Ament, Katarina (56295187800); Adamek, Jack (57212586680); Caffo, Brian S. (35069047000); Mostofsky, Stewart H. (7003584880); Ewen, Joshua B. (14007607000)","57110108700; 57202332071; 7007067855; 56295187800; 57212586680; 35069047000; 7003584880; 14007607000","Learning of skilled movements via imitation in ASD","2020","Autism Research","13","5","","777","784","7","17","10.1002/aur.2253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077167731&doi=10.1002%2faur.2253&partnerID=40&md5=99732110990c68fa57704f693eebfae6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85077167731"
"Muschelli J.; Gherman A.; Fortin J.-P.; Avants B.; Whitcher B.; Clayden J.D.; Caffo B.S.; Crainiceanu C.M.","Muschelli, John (40462056100); Gherman, Adrian (14421246100); Fortin, Jean-Philippe (56649768000); Avants, Brian (6602804684); Whitcher, Brandon (9036352800); Clayden, Jonathan D. (57202638198); Caffo, Brian S. (35069047000); Crainiceanu, Ciprian M. (6603085071)","40462056100; 14421246100; 56649768000; 6602804684; 9036352800; 57202638198; 35069047000; 6603085071","Corrigendum: Neuroconductor: An R platform for medical imaging analysis (Biostatistics (2019) 20:2 (218-239) DOI: 10.1093/biostatistics/kxx068)","2021","Biostatistics","22","3","","685","","","0","10.1093/biostatistics/kxaa006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112126026&doi=10.1093%2fbiostatistics%2fkxaa006&partnerID=40&md5=94e20f964b8a8718eb1336bd0e80c718","Erratum","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85112126026"
"Ficek B.N.; Wang Z.; Zhao Y.; Webster K.T.; Desmond J.E.; Hillis A.E.; Frangakis C.; Vasconcellos Faria A.; Caffo B.; Tsapkini K.","Ficek, Bronte N. (56394402900); Wang, Zeyi (57202333724); Zhao, Yi (57202332071); Webster, Kimberly T. (8734051000); Desmond, John E. (7005255323); Hillis, Argye E. (7004956247); Frangakis, Constantine (7003829132); Vasconcellos Faria, Andreia (35478593200); Caffo, Brian (35069047000); Tsapkini, Kyrana (6602810995)","56394402900; 57202333724; 57202332071; 8734051000; 7005255323; 7004956247; 7003829132; 35478593200; 35069047000; 6602810995","The effect of tDCS on functional connectivity in primary progressive aphasia","2018","NeuroImage: Clinical","19","","","703","715","12","43","10.1016/j.nicl.2018.05.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047923587&doi=10.1016%2fj.nicl.2018.05.023&partnerID=40&md5=1e485906bd4d56fa73c34d540e476054","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85047923587"
"Sluka K.A.; Wager T.D.; Sutherland S.P.; Labosky P.A.; Balach T.; Bayman E.O.; Berardi G.; Brummett C.M.; Burns J.; Buvanendran A.; Caffo B.; Calhoun V.D.; Clauw D.; Chang A.; Coffey C.S.; Dailey D.L.; Ecklund D.; Fiehn O.; Fisch K.M.; Frey Law L.A.; Harris R.E.; Harte S.E.; Howard T.D.; Jacobs J.; Jacobs J.M.; Jepsen K.; Johnston N.; Langefeld C.D.; Laurent L.C.; Lenzi R.; Lindquist M.A.; Lokshin A.; Kahn A.; McCarthy R.J.; Olivier M.; Porter L.; Qian W.-J.; Sankar C.A.; Satterlee J.; Swensen A.C.; Vance C.G.T.; Waljee J.; Wandner L.D.; Williams D.A.; Wixson R.L.; Zhou X.J.","Sluka, Kathleen A. (7005255439); Wager, Tor D. (6603627020); Sutherland, Stephani P. (35615122200); Labosky, Patricia A. (7004353763); Balach, Tessa (54789452100); Bayman, Emine O. (16315278200); Berardi, Giovanni (57222068877); Brummett, Chad M. (13805119000); Burns, John (7403681202); Buvanendran, Asokumar (6602953346); Caffo, Brian (35069047000); Calhoun, Vince D. (57898536200); Clauw, Daniel (7006096267); Chang, Andrew (55264333600); Coffey, Christopher S. (7102070962); Dailey, Dana L. (55899250200); Ecklund, Dixie (21634296700); Fiehn, Oliver (57211726924); Fisch, Kathleen M. (26024227800); Frey Law, Laura A. (6505807552); Harris, Richard E. (26221232000); Harte, Steven E. (8752003800); Howard, Timothy D. (7202242315); Jacobs, Joshua (56179325700); Jacobs, Jon M. (7403557009); Jepsen, Kristen (7004821942); Johnston, Nicolas (58541321400); Langefeld, Carl D. (7004078855); Laurent, Louise C. (57206331082); Lenzi, Rebecca (57214328853); Lindquist, Martin A. (7007030971); Lokshin, Anna (26643612000); Kahn, Ari (57191828493); McCarthy, Robert J. (7202095413); Olivier, Michael (7101741130); Porter, Linda (7103245839); Qian, Wei-Jun (7201831374); Sankar, Cheryse A. (58538573500); Satterlee, John (7006694041); Swensen, Adam C. (57202670789); Vance, Carol G.T. (10045536700); Waljee, Jennifer (14122647700); Wandner, Laura D. (54881737400); Williams, David A. (57212246350); Wixson, Richard L. (7004197951); Zhou, Xiaohong Joe (57557072100)","7005255439; 6603627020; 35615122200; 7004353763; 54789452100; 16315278200; 57222068877; 13805119000; 7403681202; 6602953346; 35069047000; 57898536200; 7006096267; 55264333600; 7102070962; 55899250200; 21634296700; 57211726924; 26024227800; 6505807552; 26221232000; 8752003800; 7202242315; 56179325700; 7403557009; 7004821942; 58541321400; 7004078855; 57206331082; 57214328853; 7007030971; 26643612000; 57191828493; 7202095413; 7101741130; 7103245839; 7201831374; 58538573500; 7006694041; 57202670789; 10045536700; 14122647700; 54881737400; 57212246350; 7004197951; 57557072100","Predicting chronic postsurgical pain: Current evidence and a novel program to develop predictive biomarker signatures","2023","Pain","164","9","","1912","1926","14","1","10.1097/j.pain.0000000000002938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168316041&doi=10.1097%2fj.pain.0000000000002938&partnerID=40&md5=09b9899af2ea472628a6cd2b33f3836c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85168316041"
"Beheshtian E.; Jalilianhasanpour R.; Shanechi A.M.; Sethi V.; Wang G.; Lindquist M.A.; Caffo B.S.; Agarwal S.; Pillai J.J.; Gujar S.K.; Sair H.I.","Beheshtian, Elham (57204441866); Jalilianhasanpour, Rozita (55814587600); Shanechi, Amirali Modir (56731130200); Sethi, Varun (57192092798); Wang, Guoqing (57222288473); Lindquist, Martin A. (7007030971); Caffo, Brian S. (35069047000); Agarwal, Shruti (7403190459); Pillai, Jay J. (7004264827); Gujar, Sachin K. (6507795849); Sair, Haris I. (14519858700)","57204441866; 55814587600; 56731130200; 57192092798; 57222288473; 7007030971; 35069047000; 7403190459; 7004264827; 6507795849; 14519858700","Identification of the somatomotor network from language task-based fMRI compared with resting-state fMRI in patients with brain lesions","2021","Radiology","301","1","","178","184","6","4","10.1148/radiol.2021204594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115754975&doi=10.1148%2fradiol.2021204594&partnerID=40&md5=1bed1193f6c6cf973e024bc260e15416","Article","Final","","Scopus","2-s2.0-85115754975"
"Shappell H.; Caffo B.S.; Pekar J.J.; Lindquist M.A.","Shappell, Heather (57222352467); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Lindquist, Martin A. (7007030971)","57222352467; 35069047000; 7003771238; 7007030971","Improved state change estimation in dynamic functional connectivity using hidden semi-Markov models","2019","NeuroImage","191","","","243","257","14","31","10.1016/j.neuroimage.2019.02.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061834587&doi=10.1016%2fj.neuroimage.2019.02.013&partnerID=40&md5=8704244aa2063a6b9bdfd236c7fa1c0e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85061834587"
"Muschelli J.; Gherman A.; Fortin J.-P.; Avants B.; Whitcher B.; Clayden J.D.; Caffo B.S.; Crainiceanu C.M.","Muschelli, John (40462056100); Gherman, Adrian (14421246100); Fortin, Jean-Philippe (56649768000); Avants, Brian (6602804684); Whitcher, Brandon (9036352800); Clayden, Jonathan D (57202638198); Caffo, Brian S (35069047000); Crainiceanu, Ciprian M (6603085071)","40462056100; 14421246100; 56649768000; 6602804684; 9036352800; 57202638198; 35069047000; 6603085071","Neuroconductor: An R platform for medical imaging analysis","2019","Biostatistics","20","2","","218","239","21","29","10.1093/biostatistics/kxx068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056859864&doi=10.1093%2fbiostatistics%2fkxx068&partnerID=40&md5=9c9ed3f66e94efd792ead8c91cfd2516","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85056859864"
"Yahyavi-Firouz-Abadi N.; Pillai J.J.; Lindquist M.A.; Calhoun V.D.; Agarwal S.; Airan R.D.; Caffo B.; Gujar S.K.; Sair H.I.","Yahyavi-Firouz-Abadi, N. (9843002800); Pillai, J.J. (7004264827); Lindquist, M.A. (7007030971); Calhoun, V.D. (7003595227); Agarwal, S. (7403190459); Airan, R.D. (18633735800); Caffo, B. (35069047000); Gujar, S.K. (6507795849); Sair, H.I. (14519858700)","9843002800; 7004264827; 7007030971; 7003595227; 7403190459; 18633735800; 35069047000; 6507795849; 14519858700","Presurgical brain mapping of the ventral somatomotor network in patients with brain tumors using resting-state fMRI","2017","American Journal of Neuroradiology","38","5","","1006","1012","6","17","10.3174/ajnr.A5132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019874407&doi=10.3174%2fajnr.A5132&partnerID=40&md5=c7571fe167073f827a0ca8b6205da220","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85019874407"
"Mejia A.F.; Nebel M.B.; Wang Y.; Caffo B.S.; Guo Y.","Mejia, Amanda F. (56215449300); Nebel, Mary Beth (34873055300); Wang, Yikai (56681677100); Caffo, Brian S. (35069047000); Guo, Ying (55712514500)","56215449300; 34873055300; 56681677100; 35069047000; 55712514500","Template Independent Component Analysis: Targeted and Reliable Estimation of Subject-level Brain Networks Using Big Data Population Priors","2020","Journal of the American Statistical Association","115","531","","1151","1177","26","19","10.1080/01621459.2019.1679638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075361398&doi=10.1080%2f01621459.2019.1679638&partnerID=40&md5=dcab658910ab077132926067840ba546","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85075361398"
"Aston S.A.; Caffo B.S.; Bhasin H.; Moran T.H.; Tamashiro K.L.","Aston, S. Andrew (57197842327); Caffo, Brian S. (35069047000); Bhasin, Harshit (57220988787); Moran, Timothy H. (7202251504); Tamashiro, Kellie L. (6602113102)","57197842327; 35069047000; 57220988787; 7202251504; 6602113102","Timing matters: The contribution of running during different periods of the light/dark cycle to susceptibility to activity-based anorexia in rats","2023","Physiology and Behavior","271","","114349","","","","1","10.1016/j.physbeh.2023.114349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171845222&doi=10.1016%2fj.physbeh.2023.114349&partnerID=40&md5=07caee5ca9a3f5cd6dbc53104c73096a","Article","Final","","Scopus","2-s2.0-85171845222"
"Bae S.; Massie A.B.; Caffo B.S.; Jackson K.R.; Segev D.L.","Bae, Sunjae (56394953600); Massie, Allan B. (56311894300); Caffo, Brian S. (35069047000); Jackson, Kyle R. (57201119942); Segev, Dorry L. (6603757230)","56394953600; 56311894300; 35069047000; 57201119942; 6603757230","Machine learning to predict transplant outcomes: helpful or hype? A national cohort study","2020","Transplant International","33","11","","1472","1480","8","18","10.1111/tri.13695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088557355&doi=10.1111%2ftri.13695&partnerID=40&md5=eae9a41abd4a10257d864517e3e0185f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85088557355"
"Coughlin J.M.; Yuchuanwang Y.; Minn I.; Bienko N.; Ambinder E.B.; Xu X.; Peters M.E.; Dougherty J.W.; Vranesic M.; Koo S.M.; Ahn H.-H.; Lee M.; Cottrell C.; Sair H.I.; Sawa A.; Munro C.A.; Nowinski C.J.; Dannals R.F.; Lyketsos C.G.; Kassiou M.; Smith G.; Caffo B.; Mori S.; Guilarte T.R.; Pomper M.G.","Coughlin, Jennifer M. (8600272300); Yuchuanwang, Y. (57193168783); Minn, Il (6506637806); Bienko, Nicholas (57193169910); Ambinder, Emily B. (57191651460); Xu, Xin (57193162464); Peters, Matthew E. (36997234600); Dougherty, John W. (57193168088); Vranesic, Melin (16305861500); Koo, Soo Min (56940015700); Ahn, Hye-Hyun (57190974071); Lee, Merton (57193166225); Cottrell, Chris (57193168153); Sair, Haris I. (14519858700); Sawa, Akira (7005376260); Munro, Cynthia A. (7102387127); Nowinski, Christopher J. (30967610000); Dannals, Robert F. (7103156140); Lyketsos, Constantine G. (6601923472); Kassiou, Michael (7004711695); Smith, Gwenn (55391430300); Caffo, Brian (35069047000); Mori, Susumu (35418783800); Guilarte, Tomas R. (7005536141); Pomper, Martin G. (35248909800)","8600272300; 57193168783; 6506637806; 57193169910; 57191651460; 57193162464; 36997234600; 57193168088; 16305861500; 56940015700; 57190974071; 57193166225; 57193168153; 14519858700; 7005376260; 7102387127; 30967610000; 7103156140; 6601923472; 7004711695; 55391430300; 35069047000; 35418783800; 7005536141; 35248909800","Imaging of glial cell activation and white matter integrity in brains of active and recently retired national football league players","2017","JAMA Neurology","74","1","","67","74","7","126","10.1001/jamaneurol.2016.3764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011320253&doi=10.1001%2fjamaneurol.2016.3764&partnerID=40&md5=4923ce87a57512724c377d5bbf64e0c7","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85011320253"
"Koenecke A.; Powell M.; Xiong R.; Shen Z.; Fischer N.; Huq S.; Khalafallah A.M.; Trevisan M.; Sparen P.; Carrero J.J.; Nishimura A.; Caffo B.; Stuart E.A.; Bai R.; Staedtke V.; Thomas D.L.; Papadopoulos N.; Kinzler K.W.; Vogelstein B.; Zhou S.; Bettegowda C.; Konig M.F.; Mensh B.D.; Vogelstein J.T.; Athey S.","Koenecke, Allison (57189976945); Powell, Michael (55544837400); Xiong, Ruoxuan (57203393594); Shen, Zhu (57218455033); Fischer, Nicole (7102901555); Huq, Sakibul (57200416913); Khalafallah, Adham M. (57211456630); Trevisan, Marco (57195542244); Sparen, Pär (7004206670); Carrero, Juan J. (16834646800); Nishimura, Akihiko (57215861537); Caffo, Brian (35069047000); Stuart, Elizabeth A. (35410446500); Bai, Renyuan (7103145340); Staedtke, Verena (36739928500); Thomas, David L. (7403883317); Papadopoulos, Nickolas (55265279200); Kinzler, Ken W. (7102898858); Vogelstein, Bert (36077704000); Zhou, Shibin (35365680400); Bettegowda, Chetan (6505849268); Konig, Maximilian F. (56174030900); Mensh, Brett D. (6602770447); Vogelstein, Joshua T. (15761214600); Athey, Susan (6603691303)","57189976945; 55544837400; 57203393594; 57218455033; 7102901555; 57200416913; 57211456630; 57195542244; 7004206670; 16834646800; 57215861537; 35069047000; 35410446500; 7103145340; 36739928500; 7403883317; 55265279200; 7102898858; 36077704000; 35365680400; 6505849268; 56174030900; 6602770447; 15761214600; 6603691303","Alpha-1 adrenergic receptor antagonists to prevent hyperinflammation and death from lower respiratory tract infection","2021","eLife","10","","e61700","","","","13","10.7554/eLife.61700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108303848&doi=10.7554%2feLife.61700&partnerID=40&md5=119378add266e2514262ec912228fb5f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85108303848"
"Ament K.; Mejia A.; Buhlman R.; Erklin S.; Caffo B.; Mostofsky S.; Wodka E.","Ament, Katarina (56295187800); Mejia, Amanda (56215449300); Buhlman, Rebecca (56530694700); Erklin, Shannon (8046854900); Caffo, Brian (35069047000); Mostofsky, Stewart (7003584880); Wodka, Ericka (14632846000)","56295187800; 56215449300; 56530694700; 8046854900; 35069047000; 7003584880; 14632846000","Evidence for Specificity of Motor Impairments in Catching and Balance in Children with Autism","2015","Journal of Autism and Developmental Disorders","45","3","","742","751","9","113","10.1007/s10803-014-2229-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923658848&doi=10.1007%2fs10803-014-2229-0&partnerID=40&md5=cf033357c3a8bffecff5b6b20a2f863e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84923658848"
